brand,name,option,price,rate,발색력,지속력,발림성,type,Closest_Personal_Color,x_coord,y_coord,Image URL,mean_r,mean_g,mean_b,mean_h,mean_s,mean_v,recommend_num
롬앤,롬앤 블러 퍼지 틴트,라드우드,13000,4.74789916,2.655462185,2.294117647,2.554621849,립틴트,Autumn Warm,0.00982661,0.0048258,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2021/10/7201640413642972562.jpg,0.47315068,0.2593799,0.24625383,0.00982661,0.5024129,0.47315068,128
토니모리,토니모리 겟잇틴트 글레이즈밤,라벤더블라썸,18000,4.810810811,2.567567568,2.135135135,2.756756757,립밤,Spring Warm,0.06390355,-0.7469265,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/2/4595373591332029136.jpg,0.72496422,0.65055291,0.63640111,0.06390355,0.12653675,0.72497261,110
삐아,삐아 로 틴트,라일락로,16000,4.574879227,2.623188406,2.285024155,2.628019324,립틴트,Summer Cool,0.97149897,-0.2763884,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/6/1367437635597955527.jpg,0.84056467,0.56650465,0.62641634,0.97149897,0.3618058,0.84056467,270
롬앤,롬앤 듀이풀 워터 틴트,라일락크림,13000,4.650616793,2.53402308,2.054118583,2.64385197,립틴트,Summer Cool,0.93323627,-0.16259606,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/6/8598301024069791889.jpg,0.85983659,0.51771338,0.64990642,0.93323627,0.41870197,0.85983659,1257
토니모리,토니모리 겟잇틴트 워터풀버터,라즈베리수플레,16000,4.681818182,2.863636364,2.545454545,2.818181818,립틴트,Summer Cool,0.91539861,-0.63098808,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/8/1325747632769127294.jpg,0.77227325,0.65473291,0.68853554,0.91539861,0.18450596,0.77227325,48
에뛰드,에뛰드 디어 달링 마커 틴트,라즈베리팝,11000,4.1,2.5,2.1,2.3,립틴트,Summer Cool,0.98223447,-0.24254336,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/6/8843135557841728663.png,0.75401587,0.44128905,0.47941432,0.98223447,0.37872832,0.75401587,7
헤라,헤라 센슈얼 누드 글로스,란제리,40000,4.782608696,2.644927536,2.049919485,2.604669887,립글로스,Spring Warm,0.009812,-0.44591154,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/12/7657138454051140930.jpg,0.92534254,0.69336497,0.67976251,0.009812,0.27704423,0.92534254,722
맥,MAC 맥 파우더 키스 립스틱,래스팅패션,43000,4.489361702,2.521276596,1.106382979,2.510638298,립스틱,Winter Cool,0.79479324,0.79432384,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/6952956417844620370.jpg,0.63428273,0.07601341,0.09618437,0.79479324,0.89716192,0.63428273,5
헤라,헤라 센슈얼 피팅 글로우 틴트,러브바이트,45000,4.461538462,2.492307692,2.246153846,2.4,립틴트,Summer Cool,0.95389083,-0.27398722,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/6/4845309943864322897.jpg,0.82277452,0.55419001,0.62856776,0.95389083,0.36300639,0.82277452,166
페리페라,페리페라 잉크 글래스팅 립글로스,러브오브페이트,12000,4.612352168,2.657030223,1.948751643,2.583442838,립글로스,Summer Cool,0.95238339,-0.24868608,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/2/8198765997621886853.jpg,0.90630085,0.57643613,0.65053633,0.95238339,0.37565696,0.90630085,514
롬앤,롬앤 글래스팅 멜팅 밤,러비핑크,13000,4.716143498,2.639013453,2.086098655,2.637668161,립밤,Summer Cool,0.97713835,-0.0835267,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/6/3147158587594219526.jpg,0.98610738,0.53429716,0.60220981,0.97713835,0.45823665,0.98610738,619
맥,MAC 립스틱,러시안레드,38000,4.527777778,2.546296296,2.416666667,2.509259259,립스틱,Summer Cool,0.23106944,-0.62367104,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/4/4604614949397916077.jpg,0.61155229,0.51288364,0.5189005,0.23106944,0.18816448,0.61155229,26
3CE,3CE 레이지 팝 립 스테인,러즈틱,18000,4.557692308,2.673076923,2.596153846,2.596153846,립틴트,Winter Cool,0.96881333,0.3854137,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/7/1774717145043544954.png,0.81108688,0.26603552,0.36209633,0.96881333,0.69270685,0.81108688,5
맥,MAC 립스틱,런웨이히트,38000,4.825966851,2.955801105,2.190607735,2.284530387,립스틱,Autumn Warm,0.20776842,0.37230276,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/6303107307094095817.jpg,0.6208812,0.23785505,0.22555983,0.20776842,0.68615138,0.6208812,242
롬앤,롬앤 제로 매트 립스틱,레드다이브,12000,4.651685393,2.617977528,2.303370787,2.539325843,립스틱,Winter Cool,0.96987546,0.67126708,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/8/3308995955560549747.jpg,0.51476156,0.0848127,0.16180561,0.96987546,0.83563354,0.51476156,34
롬앤,롬앤 제로 매트 립스틱,레드서퍼,12000,4.672757475,2.674418605,2.310631229,2.543189369,립스틱,Winter Cool,0.96210059,0.80786986,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/8/5359206687803185648.jpg,0.69485906,0.06748608,0.21012257,0.96210059,0.90393493,0.69485906,113
토니모리,토니모리 퍼펙트립스 쇼킹립 틴트,레드쇼킹,15000,3.921686747,2.698795181,2.903614458,2.060240964,립틴트,Summer Cool,0.79177927,-0.17536158,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/7825389042450059858.png,0.55695035,0.37610678,0.42893731,0.79177927,0.41231921,0.56737883,179
롬앤,롬앤 제로 매트 립스틱,레드카펫,12000,4.567375887,2.588652482,2.34751773,2.595744681,립스틱,Winter Cool,0.97393657,0.66849558,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/8/4460289671945872071.jpg,0.56422119,0.09711087,0.16699057,0.97393657,0.83424779,0.56422119,38
토니모리,토니모리 겟잇틴트 컬러풀워터,레드핫,13000,4.661971831,2.521126761,2.521126761,2.457746479,립틴트,Summer Cool,0.63915368,-0.58421044,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/6/1861858190963520101.jpg,0.70876605,0.58864503,0.5903259,0.63915368,0.20789478,0.71034703,173
롬앤,롬앤 제로 매트 립스틱,레드히트,12000,4.734213007,2.663524976,2.294062205,2.545711593,립스틱,Winter Cool,0.98201674,0.57974932,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/8/5847192993352550848.jpg,0.67483686,0.14344752,0.20095051,0.98201674,0.78987466,0.67483686,91
홀리카홀리카,홀리카홀리카 멜팅 블러 립 팟,레들리,14000,4.934782609,2.47826087,2.405797101,2.655797101,립밤,Winter Cool,0.97520111,0.67287398,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/3523297757612285829.jpg,0.82269472,0.14385145,0.245932,0.97520111,0.83643699,0.82269472,148
홀리카홀리카,홀리카홀리카 멜팅 블러 립 팟,레스닝,14000,4.744734625,2.632687447,2.290648694,2.625105307,립밤,Spring Warm,0.20340602,-0.01721868,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/175186960993708752.jpg,0.83590493,0.44048944,0.43222764,0.20340602,0.49139066,0.83590493,784
힌스,힌스 로 글로우 젤 틴트,레어,17000,4.694623656,2.544086022,1.993548387,2.520430108,립틴트,Summer Cool,0.82958582,-0.39363132,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/7/8657703810625775709.jpg,0.94770264,0.66727483,0.67512011,0.82958582,0.30318434,0.9477036,21
힌스,힌스 무드인핸서 워터 리퀴드 글로우,레어모먼트,19000,4.375,2.583333333,2.291666667,2.541666667,립틴트,Spring Warm,0.05565083,-0.26978472,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/3/983822057453313343.jpg,0.80496153,0.58138791,0.54309501,0.05565083,0.36510764,0.80497862,71
맥,MAC 립스틱,레이디데인저,38000,4.539170507,2.566820276,2.276497696,2.30875576,립스틱,Summer Cool,0.25799875,-0.60506798,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/4/2941245722589140456.jpg,0.66783733,0.52185533,0.52189243,0.25799875,0.19746601,0.667922,66
맥,MAC 러스터글래스 립스틱,레이디버그,43000,4.833333333,2.537037037,2.111111111,2.611111111,립스틱,Winter Cool,0.79686009,0.17829612,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2021/8/8904321925485498649.jpg,0.73265709,0.3379335,0.34581635,0.79686009,0.58914806,0.73265709,147
헤라,헤라 루즈 클래시,레이디코랄,50000,5.0,2.8,2.1,2.6,립스틱,Spring Warm,0.01584624,-0.3906875,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/1/4754838624712809603.jpg,0.91718296,0.67077976,0.64519252,0.01584624,0.30465625,0.91718296,4
삐아,삐아 글로우 립 틴트,레이지브리즈,11000,4.688888889,2.666666667,2.377777778,2.688888889,립틴트,Winter Cool,0.9341084,0.37917962,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/7/6179880158585521154.jpg,0.69961784,0.22362558,0.41373759,0.9341084,0.68958981,0.69961784,31
힌스,힌스 무드인핸서 립 글로우,렛미듀,17000,4.833333333,2.666666667,1.75,2.583333333,립글로스,Summer Cool,0.79884136,-0.04344034,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/1/2938961192426195910.jpg,0.89000929,0.48356356,0.56737155,0.79884136,0.47827983,0.89000929,64
힌스,힌스 로 글로우 젤 틴트,로그레이프,17000,4.256292906,2.473684211,2.226544622,2.693363844,립틴트,Summer Cool,0.79958205,-0.23489486,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/7444468333909764963.jpg,0.86966508,0.55866032,0.61348125,0.79958205,0.38255257,0.86966508,221
힌스,힌스 로 글로우 젤 틴트,로라일락,17000,4.584382872,2.55163728,2.027707809,2.556675063,립틴트,Summer Cool,0.78728677,-0.22182606,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/7/432744210965790129.jpg,0.91437257,0.56944394,0.65466871,0.78728677,0.38908697,0.91437257,30
힌스,힌스 로 글로우 젤 틴트,로로즈,17000,4.7172949,2.833702882,2.324833703,2.740576497,립틴트,Spring Warm,0.22638989,-0.09766836,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/307154764553542128.jpg,0.95475077,0.54431145,0.53361854,0.22638989,0.45116582,0.95475077,780
라카,라카 벌키 매트 립스틱,로우핑크,16000,4.0,2.5,2.0,2.5,립스틱,Summer Cool,0.40330325,-0.18832006,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/9/194559951833359731.jpg,0.68987287,0.44719857,0.44640236,0.40330325,0.40583997,0.68987287,1
토니모리,토니모리 겟잇틴트 워터풀버터,로제트로즈,16000,4.823529412,2.882352941,2.617647059,2.882352941,립틴트,Summer Cool,0.93572595,-0.46782008,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/8/3791086586479376386.jpg,0.70346724,0.55485912,0.58580171,0.93572595,0.26608996,0.70346724,66
토니모리,토니모리 퍼펙트립스 쇼킹립 틴트,로제트쇼킹,15000,4.8336714,2.817444219,2.898580122,2.679513185,립틴트,Winter Cool,0.96697336,0.1238868,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/7/3717687613509412851.jpg,0.86398776,0.414503,0.51799374,0.96697336,0.5619434,0.86398776,189
페리페라,페리페라 잉크 더 에어리 벨벳,로즈림픽,10000,3.8,2.5,1.9,2.3,립틴트,Winter Cool,0.97818099,-0.02796256,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/4111319095866057047.jpg,0.78487612,0.41871954,0.46519505,0.97818099,0.48601872,0.78487612,5
페리페라,페리페라 잉크 더 에어리 벨벳,로즈맛꿀마,10000,4.692307692,2.538461538,2.153846154,2.384615385,립틴트,Spring Warm,0.02757373,-0.07749822,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/4767445322353073198.jpg,0.91692285,0.56840109,0.49906252,0.02757373,0.46125089,0.91692285,3
토니모리,토니모리 퍼펙트립스 쇼킹립 틴트,로즈쇼킹,15000,4.494545455,2.574545455,2.613333333,2.618181818,립틴트,Summer Cool,0.7928613,-0.21432026,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/3513673171959028959.png,0.73949672,0.48845539,0.49370815,0.7928613,0.39283987,0.73949672,642
토니모리,토니모리 겟잇틴트 시럽스틱,로즈엔딩,18000,4.916666667,2.916666667,2.708333333,2.916666667,립스틱,Summer Cool,0.94362518,-0.11707276,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/7/5515416009036976373.png,0.82548701,0.48987541,0.56305075,0.94362518,0.44146362,0.82548701,7
페리페라,페리페라 잉크 더 에어리 벨벳,로즈추구미,10000,4.8,2.65,2.25,2.65,립틴트,Spring Warm,0.00906316,-0.045097,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/3787369475346779939.jpg,0.83841817,0.46710657,0.44553639,0.00906316,0.4774515,0.83841817,12
토니모리,토니모리 겟잇틴트 워터풀버터,로즈타르트,16000,4.024029575,2.743068392,2.128465804,2.744916821,립틴트,Summer Cool,0.95754465,-0.52715044,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/8/440854608363134809.jpg,0.73531366,0.59753998,0.60972332,0.95754465,0.23642478,0.73531366,5094
롬앤,롬앤 글래스팅 컬러 글로스,로즈핀치,13000,4.768698061,2.626731302,2.063711911,2.662742382,립글로스,Summer Cool,0.39957077,-0.20149186,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/10/5391958360867285581.jpg,0.72090917,0.45542783,0.45690535,0.39957077,0.39925407,0.72090917,244
어뮤즈,어뮤즈 베베 틴트,로즐리,20000,4.76875,2.664583333,2.469791667,2.673958333,립틴트,Summer Cool,0.79148199,-0.2401002,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/10/5927930257609489948.jpg,0.96369453,0.60916829,0.63688463,0.79148199,0.3799499,0.96369453,397
토니모리,토니모리 겟잇틴트 워터풀버터,로지모카,16000,4.530444965,2.527517564,2.306791569,2.56323185,립틴트,Summer Cool,0.95547566,-0.571234,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/8/519364974799781775.jpg,0.72025389,0.60434468,0.61344381,0.95547566,0.214383,0.72025389,24340
토니모리,토니모리 겟잇틴트 워터풀버터,로지무스,16000,4.769230769,2.769230769,2.538461538,2.846153846,립틴트,Summer Cool,0.54724648,-0.5807185,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/8/4085580542191872326.jpg,0.73918465,0.62389864,0.62661373,0.54724648,0.20964075,0.73918465,94
에뛰드,에뛰드 진저슈가 멜팅 밤,로지베리,13000,4.664634146,2.701219512,2.12804878,2.664634146,립밤,Winter Cool,0.98781611,-0.0287654,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/10/8652444119034831681.png,0.82394155,0.46894703,0.48975698,0.98781611,0.4856173,0.82394155,55
토니모리,토니모리 겟잇 립 라이너,로지샌드,14000,4.666666667,2.75,2.5,2.833333333,립라이너,Spring Warm,0.04010321,-0.60539294,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/7/1952816565560621757.jpg,0.96001592,0.80461511,0.77461369,0.04010321,0.19730353,0.96001592,4
홀리카홀리카,홀리카홀리카 멜팅 블러 립 팟,로지스,14000,4.748691099,2.157068063,2.073298429,2.120418848,립밤,Winter Cool,0.97930087,0.3053035,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/2079478092905788594.jpg,0.82805126,0.29623318,0.36267771,0.97930087,0.65265175,0.82805126,65
헤라,헤라 센슈얼 파우더 매트 리퀴드,로지스웨이드,45000,4.844444444,2.8,2.555555556,2.8,립틴트,Winter Cool,0.79949461,-0.05435766,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/3494784358371437383.jpg,0.59913134,0.39300995,0.39897109,0.79949461,0.47282117,0.59913134,6
페리페라,페리페라 잉크 무드 글로이 밤,로지아워,13000,4.878787879,2.356060606,1.659090909,2.348484848,립글로스,Winter Cool,0.97031894,-0.02002054,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/2/5243340749090248452.jpg,0.80251739,0.42238195,0.48768131,0.97031894,0.48998973,0.80251739,33
롬앤,롬앤 블러 퍼지 틴트,로지엔탈,13000,4.712967033,2.68021978,2.185274725,2.556483516,립틴트,Autumn Warm,0.20058985,0.1049352,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/10/6288471411820077724.jpg,0.66171574,0.30221244,0.30047359,0.20058985,0.5524676,0.66171574,757
토니모리,토니모리 겟잇틴트 글레이즈밤,로지퓨레,18000,4.664576803,2.605015674,2.318181818,2.750783699,립밤,Spring Warm,0.03730322,-0.74012834,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/11/1333569440760112878.jpg,0.72523328,0.64790444,0.63137991,0.03730322,0.12993583,0.72523328,2161
힌스,힌스 로 글로우 젤 틴트,로체리,17000,4.831707317,2.834146341,2.807317073,2.834146341,립틴트,Summer Cool,0.81981444,-0.06049188,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/7/3169065280341095112.jpg,0.79329731,0.46250961,0.55512289,0.81981444,0.46975406,0.79331399,14
맥,MAC 러스터글래스 립스틱,로컬셀럽,43000,4.842105263,2.789473684,1.973684211,2.815789474,립스틱,Autumn Warm,0.00959932,0.30989894,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2021/8/1614984816652909250.jpg,0.64179978,0.27745288,0.2483726,0.00959932,0.65494947,0.64179978,12
삐아,삐아 라스트 벨벳 틴트,로코의정석,11000,4.820512821,2.717948718,2.512820513,2.641025641,립틴트,Spring Warm,0.03894539,-0.17765698,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/11/6436542725852964619.jpg,0.79581662,0.55305549,0.51181327,0.03894539,0.41117151,0.79581662,10
힌스,힌스 로 글로우 젤 틴트,로프리콧,17000,4.943902439,2.929268293,2.6,2.714634146,립틴트,Spring Warm,0.04434155,-0.10989456,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/6889118013366855531.jpg,0.90947406,0.54446956,0.51898883,0.04434155,0.44505272,0.9094862,106
맥,MAC 맥 파우더 키스 립스틱,루비뉴,43000,5.0,3.0,2.666666667,3.0,립스틱,Winter Cool,0.79386196,0.51177954,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/6/1950399484297906149.jpg,0.53479768,0.13318379,0.15071127,0.79386196,0.75588977,0.53479768,11
어뮤즈,어뮤즈 듀 밤,루비밤,20000,4.551724138,2.626436782,2.310344828,2.58045977,립밤,Winter Cool,0.96843747,0.21378698,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/10/5616667045861393740.jpg,0.89625777,0.35571127,0.45822221,0.96843747,0.60689349,0.89625777,136
토니모리,토니모리 퍼펙트립스 쇼킹립 틴트,루비쇼킹,15000,4.890909091,2.645454545,2.627272727,2.636363636,립틴트,Spring Warm,0.21940858,-0.08881432,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/5616101371179777618.png,0.79713528,0.51576924,0.46223979,0.21940858,0.45559284,0.79713528,41
맥,MAC 립스틱,루비우,38000,4.914022518,2.788126919,2.626407369,2.485158649,립스틱,Winter Cool,0.79305308,0.69545924,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/1129866151021217237.jpg,0.57936328,0.1041987,0.12969122,0.79305308,0.84772962,0.57936328,645
홀리카홀리카,홀리카홀리카 하트크러쉬 베어 글레이즈 틴트,룰루,14000,4.666666667,2.7,2.433333333,2.666666667,립틴트,Summer Cool,0.94200914,-0.31268192,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/4/1818051720354393493.jpg,0.98615453,0.64893693,0.76863284,0.94200914,0.34365904,0.98615453,9
헤라,헤라 센슈얼 피팅 글로우 틴트,리들러,45000,4.595890411,2.678082192,2.315068493,2.616438356,립틴트,Summer Cool,0.94674023,-0.0850467,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/6/3058208983166320321.jpg,0.8198716,0.48036831,0.59279166,0.94674023,0.45747665,0.8198716,99
라카,라카 본딩 글로우 립스틱,리리,16000,4.746753247,2.844155844,2.428571429,2.779220779,립스틱,Winter Cool,0.96875308,0.26941116,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/5/3811383214452479176.jpg,0.93512909,0.3485172,0.45983409,0.96875308,0.63470558,0.93512909,164
맥,MAC 맥 파우더 키스 리퀴드 립컬러,리조트시즌,49000,5.0,3.0,2.888888889,2.777777778,립틴트,Winter Cool,0.60207439,0.63195098,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/1373080176920809206.jpg,0.67705747,0.15577271,0.14003455,0.60207439,0.81597549,0.67705747,11
삐아,삐아 오버 글레이즈 스틱,리치글레이즈,14000,4.956521739,2.956521739,2.347826087,2.913043478,립글로스,Summer Cool,0.98443439,-0.14100068,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/7/9197694135589805579.jpg,0.84046825,0.49810825,0.52981424,0.98443439,0.42949966,0.84046825,18
토니모리,토니모리 겟잇틴트 워터풀버터,리치플럼,16000,4.029735683,2.175110132,1.849118943,2.731277533,립틴트,Summer Cool,0.88714162,-0.53127648,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/8/3807730488301577939.jpg,0.77495459,0.62298559,0.69083364,0.88714162,0.23436176,0.77495657,6858
힌스,힌스 무드인핸서 워터 리퀴드 글로우,리파인드,19000,4.652777778,2.218055556,2.070833333,2.381944444,립틴트,Summer Cool,0.81788463,-0.23370192,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/3/3276687820162572285.jpg,0.75182946,0.49831883,0.52061461,0.81788463,0.38314904,0.75182946,456
맥,MAC 립스틱,릴렌트리슬리레드,38000,4.386363636,2.78030303,2.689393939,2.253787879,립스틱,Winter Cool,0.95749653,0.72333976,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/7492933132847894263.jpg,0.68380753,0.10067396,0.2513488,0.95749653,0.86166988,0.68380753,306
헤라,헤라 센슈얼 파우더 매트 리퀴드,립모닝,45000,4.428571429,2.857142857,2.428571429,2.571428571,립틴트,Summer Cool,0.96892174,-0.26413216,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/7606540229061361755.jpg,0.80789309,0.53297114,0.58462945,0.96892174,0.36793392,0.80789309,0
맥,MAC 맥 파우더 키스 리퀴드 립컬러,마라케쉬미어,49000,4.882352941,2.823529412,2.352941176,2.764705882,립틴트,Autumn Warm,0.0268276,0.30820086,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2021/2/1063093529813081074.jpg,0.51873939,0.249558,0.19489419,0.0268276,0.65410043,0.51873939,62
라카,라카 본딩 글로우 립스틱,마크,16000,4.67896679,2.586715867,2.125461255,2.697416974,립스틱,Spring Warm,0.01075478,0.14152784,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/5/8328274044042586509.jpg,0.82596632,0.3891719,0.35947654,0.01075478,0.57076392,0.82596632,366
삐아,삐아 라스트 벨벳 틴트,막장의정석,11000,4.675,2.575,2.575,2.575,립틴트,Spring Warm,0.02715174,-0.22360678,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/11/4809587031754263267.jpg,0.82306432,0.55363638,0.52741665,0.02715174,0.38819661,0.82306432,19
맥,MAC 맥 파우더 키스 립스틱,만다린오,43000,4.483478261,2.652173913,2.250434783,2.643478261,립스틱,Winter Cool,0.98996373,0.56853602,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/253128875625088831.jpg,0.79257611,0.19775888,0.23583874,0.98996373,0.78426801,0.79257611,492
삐아,삐아 로 틴트,매그놀리아로,16000,4.609756098,2.81300813,2.528455285,2.743902439,립틴트,Spring Warm,0.02967441,-0.23240362,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/6/5062726407263926621.jpg,0.82347768,0.56579292,0.54079247,0.02967441,0.38379819,0.82347768,150
맥,MAC 맥 파우더 키스 리퀴드 립컬러,맥스매쉬,49000,4.867256637,2.659292035,2.53539823,2.566371681,립틴트,Winter Cool,0.99291849,0.43953066,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/131456132811027248.jpg,0.71114083,0.21677267,0.23907071,0.99291849,0.71976533,0.71114083,58
롬앤,롬앤 듀이풀 워터 틴트,머머핑크,13000,4.525335525,2.599561764,2.063270337,2.642015886,립틴트,Winter Cool,0.93945448,0.02123634,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/6/6628212456261292430.jpg,0.88440858,0.44950794,0.60213985,0.93945448,0.51061817,0.88440858,880
롬앤,롬앤 블러 퍼지 틴트,머스키,13000,4.749360614,2.680306905,2.320971867,2.597186701,립틴트,Autumn Warm,0.00854794,0.1953487,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2021/10/5737448596997584277.jpg,0.55856774,0.25245567,0.2358893,0.00854794,0.59767435,0.55856774,109
라카,라카 본딩 글로우 립스틱,멀드,16000,4.706666667,2.666666667,2.153333333,2.68,립스틱,Spring Warm,0.01689397,0.04045718,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/5/9176769502363414881.jpg,0.88193485,0.4815528,0.43536393,0.01689397,0.52022859,0.88193485,185
롬앤,롬앤 더 쥬시 래스팅 틴트,멀드피치,13000,4.76882662,2.614711033,2.199649737,2.711033275,립틴트,Spring Warm,0.02103316,0.07434302,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/10/238854584786063936.jpg,0.74055919,0.43248474,0.38205491,0.02103316,0.53717151,0.74055919,296
맥,MAC 맥 파우더 키스 리퀴드 립컬러,멀잇오버,49000,4.762666667,2.864,2.426666667,2.773333333,립틴트,Autumn Warm,0.00764447,0.18692916,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/725096147149239805.jpg,0.66660174,0.31839772,0.30285975,0.00764447,0.59346458,0.66660174,1486
맥,MAC 맥시멀 실키 매트 립스틱,멀잇투더맥스,39000,4.666666667,2.25,2.0,2.333333333,립스틱,Summer Cool,0.06237087,-0.81373882,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/4/2922020110048850578.jpg,0.56862626,0.52686752,0.52311252,0.06237087,0.09313059,0.56866118,7
