brand,name,option,price,rate,발색력,지속력,발림성,type,Closest_Personal_Color,x_coord,y_coord,Image URL,mean_r,mean_g,mean_b,mean_h,mean_s,mean_v,recommend_num
3CE,3CE 벨벳 립 틴트,ABSORBED,18000,4.0,2.0,1.5,2.0,립틴트,Winter Cool,0.99051877,0.2519204,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2021/7/4151556753107969027.jpg,0.80735214,0.30429343,0.33195441,0.99051877,0.6259602,0.80735214,10
3CE,3CE 블러 매트 립스틱,APRICOT,22000,4.351145038,2.503816794,1.854961832,2.480916031,립스틱,Spring Warm,0.0316881,-0.55970342,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/5/7715774022123923036.jpg,0.75292979,0.63834989,0.61192658,0.0316881,0.22014829,0.75292979,120
3CE,3CE 블러 매트 립스틱,APRICOTFILTER,22000,4.205882353,2.514705882,2.029411765,2.117647059,립스틱,Spring Warm,0.05425976,-0.32233972,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/3208390851048781541.jpg,0.8265404,0.62352862,0.57291232,0.05425976,0.33883014,0.8265404,45
3CE,3CE 블러 워터 틴트,BAKEBEIGE,18000,5.0,2.75,2.5,2.75,립틴트,Autumn Warm,0.03332229,0.28187898,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/2194268899839537705.PNG,0.75837595,0.36959644,0.27278737,0.03332229,0.64093949,0.75837595,0
3CE,3CE 소프트 매트 립스틱,BETTERMOOD,19000,3.333333333,2.333333333,2.0,2.333333333,립스틱,Summer Cool,0.91054401,-0.47876884,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/6/2915373169742933282.jpg,0.70526627,0.56314759,0.61851202,0.91054401,0.26061558,0.70526627,24
3CE,3CE 벨벳 립 틴트,BITTERHOUR,18000,4.875,2.8125,2.1875,2.6875,립틴트,Autumn Warm,0.03753106,0.33789578,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2021/8/5881241113956336734.jpg,0.57725631,0.27855255,0.19174224,0.03753106,0.66894789,0.57725631,13
3CE,3CE 클라우드 립 틴트,BLOSSOMDAY,21600,4.732732733,2.852852853,2.891891892,2.753753754,립틴트,Winter Cool,0.98783292,0.23558778,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/4989715206642393135.jpg,0.82547872,0.31794275,0.35506646,0.98783292,0.61779389,0.82547872,66
3CE,3CE 헤이지 립 클레이,BORNTOFIG,20000,5.0,3.0,3.0,3.0,립틴트,Summer Cool,0.96194182,-0.3102277,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/2/4830170229972777856.jpg,0.70151073,0.50714412,0.55458956,0.96194182,0.34488615,0.70151073,0
3CE,3CE 블러 워터 틴트,BREEZEWAY,18000,4.083333333,2.083333333,2.916666667,3.0,립틴트,Spring Warm,0.04525383,0.12518244,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/6975061852643482200.PNG,0.83239783,0.48223026,0.3666627,0.04525383,0.56259122,0.83239783,2
3CE,3CE 블러 매트 립스틱,BREEZYMELODY,22000,4.75,2.75,2.35,2.7,립스틱,Spring Warm,0.03368595,-0.14247264,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/12/8552073034015312180.jpg,0.83616236,0.54524824,0.50445193,0.03368595,0.42876368,0.83616236,0
3CE,3CE 헤이지 립 클레이,BUTTERBEIGE,20000,4.866666667,2.833333333,2.633333333,2.833333333,립틴트,Spring Warm,0.03548796,-0.23414774,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/7/257487648858957945.jpg,0.82293718,0.58427023,0.53438554,0.03548796,0.38292613,0.82293718,14
3CE,3CE 벨벳 립 틴트,BestEVER,18000,4.722929936,2.792993631,2.222929936,2.621019108,립틴트,Winter Cool,0.98265255,0.84114778,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/5229918928773753606.jpg,0.88845399,0.07189803,0.15687278,0.98265255,0.92057389,0.88845399,332
3CE,3CE 드롭 글로우 젤,CALMING,18000,4.853658537,2.548780488,2.036585366,2.573170732,립틴트,Summer Cool,0.96079324,-0.42047302,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/596536866247803866.jpg,0.83338808,0.61465568,0.66170749,0.96079324,0.28976349,0.83338808,29
3CE,3CE 벨벳 립 틴트,CASHMERENUDE,18000,4.847457627,2.762711864,2.254237288,2.711864407,립틴트,Spring Warm,0.00513418,0.01601662,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2021/8/2707973791992310121.jpg,0.79044415,0.40168423,0.38945142,0.00513418,0.50800831,0.79044415,54
3CE,3CE 블러 워터 틴트,CASUALAFFAIR,18000,4.786516854,2.876404494,2.674157303,2.853932584,립틴트,Winter Cool,0.99488897,0.3026369,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/1241275567209657485.PNG,0.76096615,0.26599602,0.28137405,0.99488897,0.65131845,0.76096615,99
3CE,3CE 블러 워터 틴트,CHASINGROSE,18000,4.722222222,2.861111111,2.506944444,2.583333333,립틴트,Summer Cool,0.39668421,-0.00358506,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/6/2560299243709536450.jpg,0.82227785,0.43274026,0.43258545,0.39668421,0.49820747,0.82227785,209
3CE,3CE 헤이지 립 클레이,CHERRYFLUFF,20000,4.784810127,2.772151899,2.46835443,2.582278481,립틴트,Summer Cool,0.97045326,-0.18075042,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/7/4946620399676449789.jpg,0.78743308,0.50088301,0.53719287,0.97045326,0.40962479,0.78743308,30
3CE,3CE 벨벳 립 틴트,CHILDLIKE,18000,4.700787402,2.566929134,2.267716535,2.393700787,립틴트,Autumn Warm,0.01990638,0.84352604,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/7942459140193465006.jpg,0.85103095,0.16238377,0.06944645,0.01990638,0.92176302,0.85103095,33
3CE,3CE 소프트 매트 립스틱,CHILLMOVE,19000,4.746736292,2.634464752,2.365535248,2.62924282,립스틱,Autumn Warm,0.00507253,0.10876186,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/8811313025078169068.PNG,0.60381956,0.27972693,0.26955666,0.00507253,0.55438093,0.60381956,202
3CE,3CE 샤인 리플렉터,COLDEST,19000,4.823529412,2.610547667,2.00811359,2.839756592,립스틱,Summer Cool,0.95585388,-0.3919316,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/11/1107011484498395216.jpg,0.75517408,0.55907175,0.6117645,0.95585388,0.3040342,0.75517408,79
3CE,3CE 헤이지 립 클레이,COMMONSTRANGER,20000,4.6,2.541176471,2.388235294,2.541176471,립틴트,Spring Warm,0.0239375,-0.05276488,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/7/1893347289324582732.jpg,0.76258997,0.46721059,0.43848622,0.0239375,0.47361756,0.76258997,21
3CE,3CE 블러 워터 틴트,CORALMOON,18000,4.813333333,2.813333333,2.56,2.666666667,립틴트,Spring Warm,0.01002685,0.35521402,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/7599292674000089186.PNG,0.85707637,0.31072817,0.27635689,0.01002685,0.67760701,0.85707637,156
3CE,3CE 벨벳 립 틴트,COZYCRUSH,18000,4.461538462,2.461538462,2.307692308,2.384615385,립틴트,Spring Warm,0.2028803,-0.21453786,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/10/2767235078202180917.jpg,0.81097182,0.50157689,0.49626394,0.2028803,0.39273107,0.81097182,3
3CE,3CE 벨벳 립 틴트,DAFFODIL,18000,4.607476636,2.836448598,2.214953271,2.778816199,립틴트,Autumn Warm,0.01107365,0.39425966,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/7531491434664067819.jpg,0.76420098,0.26913864,0.23419818,0.01107365,0.69712983,0.76420098,287
3CE,3CE 블러 워터 틴트,DEARMARCH,18000,4.651515152,2.833333333,2.393939394,2.318181818,립틴트,Spring Warm,0.01333399,-0.03967874,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/2/1372116548844496956.jpg,0.74443313,0.41688255,0.38819916,0.01333399,0.48016063,0.74443313,207
3CE,3CE 블러 워터 틴트,DOUBLEWIND,18000,4.659722222,2.708333333,2.347222222,2.701388889,립틴트,Winter Cool,0.98771792,0.36961178,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/5243423182645333158.PNG,0.66578385,0.21008979,0.24367062,0.98771792,0.68480589,0.66578385,935
3CE,3CE 블러 워터 틴트,EARLYHOUR,18000,4.865671642,2.925373134,2.746268657,2.686567164,립틴트,Spring Warm,0.01234573,0.04773052,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/2/1979836680424161189.png,0.77338965,0.39991505,0.37108602,0.01234573,0.52386526,0.77338965,124
3CE,3CE 드롭 글로우 젤,ESSENTIAL,18000,4.637795276,2.795275591,2.062992126,2.62992126,립틴트,Summer Cool,0.79861947,-0.41940096,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/1684947510163323048.jpg,0.83930645,0.61698649,0.62812531,0.79861947,0.29029952,0.83930645,451
3CE,3CE 벨벳 립 틴트,FADEIN,18000,4.789473684,2.736842105,2.421052632,2.631578947,립틴트,Winter Cool,0.96736677,-0.05888156,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/10/2454041131363893645.jpg,0.62740564,0.33897103,0.39559242,0.96736677,0.47055922,0.62740564,8
3CE,3CE 헤이지 립 클레이,FIGGY,20000,4.0,3.0,2.0,3.0,립틴트,Summer Cool,0.7816272,-0.26399988,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/2/2529104659378481604.jpg,0.65389616,0.45746802,0.49437968,0.7816272,0.36800006,0.65389616,24
3CE,3CE 블러 워터 틴트,FIRSTLETTER,18000,4.684210526,2.736842105,2.578947368,2.736842105,립틴트,Spring Warm,0.01592411,0.19814918,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/6/1123138563272133623.jpg,0.82749193,0.38085641,0.33283724,0.01592411,0.59907459,0.82749193,54
3CE,3CE 소프트 매트 립스틱,FLUFFYLOVE,19000,5.0,3.0,1.0,3.0,립스틱,Summer Cool,0.22061998,-0.46807794,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/6/8003728116322790441.jpg,0.72073842,0.5817193,0.57354408,0.22061998,0.26596103,0.72073842,0
3CE,3CE 소프트 매트 립스틱,FOCUSONME,19000,4.281842818,2.991869919,2.013550136,2.983739837,립스틱,Spring Warm,0.02135133,0.09987326,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/3541382960254411640.PNG,0.88542532,0.46139088,0.39989034,0.02135133,0.54993663,0.88542532,6
3CE,3CE 벨벳 립 틴트,GOINGRIGHT,18000,4.645522388,2.858208955,1.798507463,2.48880597,립틴트,Spring Warm,0.01242691,0.25293186,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/7998192663720705634.jpg,0.7953614,0.33439909,0.2974893,0.01242691,0.62646593,0.7953614,138
3CE,3CE 헤이지 립 클레이,HAVEFEELINGS,20000,4.7,2.6,2.4,2.7,립틴트,Summer Cool,0.98495049,-0.23277338,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/7/7793385278159380683.png,0.87160911,0.56460938,0.59696185,0.98495049,0.38361331,0.87160911,3
3CE,3CE 소프트 매트 립스틱,HAZYROSE,19000,4.877126654,2.733459357,2.188090737,2.637996219,립스틱,Winter Cool,0.99544564,0.12262278,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/5079101501038998714.PNG,0.69235176,0.30387073,0.31450903,0.99544564,0.56131139,0.69235176,970
3CE,3CE 헤이지 립 클레이,HIPAMINE,20000,4.947368421,2.877192982,2.614035088,2.789473684,립틴트,Spring Warm,0.01487714,-0.30245954,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/7/6457087926677089011.jpg,0.74284676,0.52729448,0.52251782,0.01487714,0.34877023,0.74284676,48
3CE,3CE 클라우드 립 틴트,IMMANENCE,21600,4.482900137,2.73871409,2.294117647,2.781121751,립틴트,Autumn Warm,0.013857,0.74487332,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/7964215305990637883.jpg,0.49847929,0.1036978,0.06785735,0.013857,0.87243666,0.49847929,55
3CE,3CE 드롭 글로우 젤,INSPIRED,18000,5.0,3.0,3.0,2.5,립틴트,Spring Warm,0.01400965,-0.52047704,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/11/1033245314847840277.png,0.66667527,0.51747604,0.50449121,0.01400965,0.23976148,0.66667527,0
3CE,3CE 블러 매트 립스틱,INTHEFOG,22000,4.779953917,2.588709677,2.302995392,2.55875576,립스틱,Spring Warm,0.04940429,-0.66815164,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/4581397983722420153.jpg,0.8652041,0.74078814,0.73467458,0.04940429,0.16592418,0.86524822,672
3CE,3CE 벨벳 립 틴트,KNOWBETTER,18000,4.4,2.0,2.8,2.8,립틴트,Winter Cool,0.95274866,0.26243642,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2021/6/5642647252238048481.jpg,0.61557876,0.23311319,0.3416998,0.95274866,0.63121821,0.61557876,0
3CE,3CE 블러 워터 틴트,LAYDOWN,18000,4.687747036,2.719367589,2.494071146,2.782608696,립틴트,Spring Warm,0.0298957,0.06532634,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/8457895665925428158.PNG,0.76057567,0.42430561,0.3569825,0.0298957,0.53266317,0.76057567,505
3CE,3CE 샤인 리플렉터,LILACGLAZE,19000,4.692946058,2.63208852,2.26417704,2.806362379,립스틱,Summer Cool,0.87517613,-0.67855548,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/9/1813968252157011794.png,0.85403321,0.74109825,0.79016704,0.87517613,0.16072226,0.86741457,133
3CE,3CE 클라우드 립 틴트,LIVEALITTLE,21600,4.875536481,2.899141631,2.622317597,2.961373391,립틴트,Autumn Warm,0.02278996,0.5927891,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/3241926971613589967.jpg,0.5417823,0.17554742,0.11760166,0.02278996,0.79639455,0.5417823,13
3CE,3CE 클라우드 립 틴트,MACARONRED,21600,4.551782683,2.843803056,2.572156197,2.755517827,립틴트,Autumn Warm,0.01203899,0.75283036,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/3851212227390668694.jpg,0.66055812,0.12659525,0.08504665,0.01203899,0.87641518,0.66055812,70
3CE,3CE 블러 매트 립스틱,MAUVEDRIZZLE,22000,4.901234568,2.888888889,2.111111111,2.679012346,립스틱,Summer Cool,0.93848815,-0.49153464,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/7492677330697330688.jpg,0.73551095,0.59018162,0.62068946,0.93848815,0.25423268,0.73551095,113
3CE,3CE 헤이지 립 클레이,MAUVROWN,20000,4.819672131,2.721311475,2.442622951,2.590163934,립틴트,Summer Cool,0.98492257,-0.26797816,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/7/4436028826705024384.jpg,0.76280732,0.51497665,0.53965881,0.98492257,0.36601092,0.76280732,36
3CE,3CE 드롭 글로우 젤,MILDER,18000,4.689655172,2.482758621,2.077586207,2.775862069,립틴트,Summer Cool,0.95056534,-0.3725682,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/6216340982100613916.jpg,0.87473923,0.61959643,0.68988975,0.95056534,0.3137159,0.87473923,1
3CE,3CE 샤인 리플렉터,MILKYSHADOW,19000,4.723826715,2.640794224,1.987364621,2.658844765,립스틱,Spring Warm,0.04244908,-0.3620706,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/11/1793590288444180501.jpg,0.79129298,0.61388464,0.55913429,0.04244908,0.3189647,0.79129298,18
3CE,3CE 블러 매트 립스틱,MISTYDAY,22000,4.814634146,2.663414634,2.253658537,2.775609756,립스틱,Summer Cool,0.86093771,-0.43651746,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/9152879906001286675.jpg,0.86924275,0.64684359,0.67865414,0.86093771,0.28174127,0.86924546,210
3CE,3CE 블러 워터 틴트,MOREPEACH,18000,4.388888889,2.777777778,2.111111111,2.805555556,립틴트,Spring Warm,0.04034691,-0.19318624,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/6/537031231862871722.jpg,0.90494871,0.64098641,0.54468757,0.04034691,0.40340688,0.90494871,106
3CE,3CE 소프트 매트 립스틱,MURMURING,19000,4.726495726,2.643874644,2.188983856,2.632478632,립스틱,Spring Warm,0.01830044,-0.0087988,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/371192633241457477.PNG,0.86689382,0.48462998,0.4374315,0.01830044,0.4956006,0.86689382,803
3CE,3CE 드롭 글로우 젤,NEAT,18000,4.496453901,2.765957447,1.971631206,2.744680851,립틴트,Summer Cool,0.78443822,-0.29630792,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/1414149875039933570.jpg,0.90024362,0.60170664,0.63754307,0.78443822,0.35184604,0.90024362,32
3CE,3CE 샤인 리플렉터,NECTAR,19000,4.971389646,2.870572207,2.245231608,2.817438692,립스틱,Spring Warm,0.20735015,-0.31858748,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/11/388615016370507532.jpg,0.70347251,0.51936694,0.50534394,0.20735015,0.34070626,0.70347251,31
3CE,3CE 클라우드 립 틴트,NEEDFUL,21600,4.44011976,2.865269461,2.086826347,2.368263473,립틴트,Autumn Warm,0.02808795,0.59326448,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/1150278320029454985.jpg,0.6482792,0.22186845,0.13565006,0.02808795,0.79663224,0.6482792,41
3CE,3CE 벨벳 립 틴트,NEWNUDE,18000,4.288770053,2.572192513,1.914438503,2.427807487,립틴트,Spring Warm,0.03261609,0.12587524,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/7765984609313865488.jpg,0.85551972,0.46832883,0.37410057,0.03261609,0.56293762,0.85551972,101
3CE,3CE 블러 매트 립스틱,NEWTROWAVE,22000,4.37414966,1.795918367,2.108843537,2.149659864,립스틱,Spring Warm,0.22018936,-0.29028898,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/3437114069375896964.jpg,0.69740199,0.50377411,0.50009493,0.22018936,0.35485551,0.69740199,104
3CE,3CE 블러 워터 틴트,NIGHTTALK,18000,4.443037975,2.658227848,2.53164557,2.632911392,립틴트,Winter Cool,0.99039123,-0.06704002,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/2/8274005600172755333.jpg,0.71286568,0.38353413,0.40272602,0.99039123,0.46647999,0.71286568,260
3CE,3CE 샤인 리플렉터,OPALSHOWER,19000,4.750957854,2.578544061,2.045977011,2.754789272,립스틱,Summer Cool,0.4093623,-0.56431642,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/11/5054935770625080125.jpg,0.8807874,0.7045188,0.7028858,0.4093623,0.21784179,0.8807874,164
3CE,3CE 헤이지 립 클레이,OPENINGPINK,20000,4.5,2.5,2.5,2.0,립틴트,Summer Cool,0.98147079,-0.31815082,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/7/869625041589902314.png,0.7496206,0.52982152,0.55671301,0.98147079,0.34092459,0.7496206,0
3CE,3CE 소프트 매트 립스틱,ORANGEBREEZE,19000,4.767015707,2.52617801,2.484293194,2.523560209,립스틱,Autumn Warm,0.03391614,0.25873362,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/775796106800562683.PNG,0.7268566,0.36284656,0.27049309,0.03391614,0.62936681,0.7268566,392
3CE,3CE 헤이지 립 클레이,PAINTINGCOT,20000,4.804347826,2.652173913,2.326086957,2.652173913,립틴트,Summer Cool,0.40839105,-0.1606862,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/7/4893052553558723189.jpg,0.77280911,0.49096377,0.48780548,0.40839105,0.4196569,0.77280911,20
3CE,3CE 블러 매트 립스틱,PEANUTBEIGE,22000,4.547619048,2.511904762,2.428571429,2.55952381,립스틱,Spring Warm,0.06216782,-0.46843378,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/5065001260758923360.jpg,0.78444866,0.64566008,0.60577961,0.06216782,0.26578311,0.78444866,56
3CE,3CE 벨벳 립 틴트,PINKBREAK,18000,4.597883598,2.798941799,2.37037037,2.899470899,립틴트,Winter Cool,0.97357424,0.2843294,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/3229088344094648829.jpg,0.89842296,0.32183979,0.41310291,0.97357424,0.6421647,0.89842296,63
3CE,3CE 블러 워터 틴트,PINKGUAVA,18000,4.782608696,2.860411899,2.663615561,2.71395881,립틴트,Winter Cool,0.79626625,0.26922296,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/4630153220689477689.PNG,0.84420615,0.31108552,0.32424252,0.79626625,0.63461148,0.84420615,1072
3CE,3CE 블러 워터 틴트,PLAYOFF,18000,4.803571429,3.0,2.553571429,2.803571429,립틴트,Winter Cool,0.60551654,0.51318546,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/8262038199394095231.PNG,0.84921497,0.22106789,0.20834758,0.60551654,0.75659273,0.84921497,40
3CE,3CE 헤이지 립 클레이,PLUMPUDDING,20000,4.793103448,2.735632184,2.528735632,2.574712644,립틴트,Winter Cool,0.95264724,0.00999308,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/7/1717736658946846206.jpg,0.63181448,0.38031389,0.43861958,0.95264724,0.50499654,0.63181448,135
3CE,3CE 벨벳 립 틴트,PRIVATE,18000,4.91509434,2.943396226,2.273584906,2.943396226,립틴트,Winter Cool,0.99606182,0.82438014,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/8644952237617856363.jpg,0.71064897,0.06890895,0.0830377,0.99606182,0.91219007,0.71064897,8
3CE,3CE 블러 매트 립스틱,PURELAYER,22000,4.995726496,2.846153846,2.435897436,2.705128205,립스틱,Summer Cool,0.80546521,-0.468714,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/5884770181360798549.jpg,0.8742923,0.66074801,0.6705079,0.80546521,0.265643,0.8742923,149
3CE,3CE 샤인 리플렉터,RAINORSHINE,19000,4.572283151,2.654037886,2.260219342,2.710867398,립스틱,Summer Cool,0.93005451,-0.5939896,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/9/4263576843828176501.png,0.89710659,0.72560296,0.76497953,0.93005451,0.2030052,0.89710659,582
3CE,3CE 드롭 글로우 젤,RAWAPPLE,18000,4.476190476,2.533333333,2.152380952,2.40952381,립틴트,Summer Cool,0.77246233,-0.46976558,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/5/1257514159421974863.png,0.73287212,0.55268479,0.56249534,0.77246233,0.26511721,0.73287212,64
3CE,3CE 소프트 매트 립스틱,REDMUSE,19000,4.762162162,2.524324324,2.497297297,2.754054054,립스틱,Spring Warm,0.0039509,0.34687272,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/5663286524484510771.PNG,0.87016439,0.29779189,0.28477507,0.0039509,0.67343636,0.87016439,266
3CE,3CE 블러 매트 립스틱,ROSINESS,22000,4.624914908,2.656909462,2.285908781,2.480599047,립스틱,Summer Cool,0.83313296,-0.57394554,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/5869852583243880070.jpg,0.86734372,0.7007357,0.71393148,0.83313296,0.21302723,0.86735809,1297
3CE,3CE 블러 매트 립스틱,SALTYCINNAMON,22000,4.791666667,2.821428571,1.886904762,2.791666667,립스틱,Spring Warm,0.04047186,-0.47428274,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2023/4/293523126625797452.jpg,0.70834997,0.57955102,0.56032023,0.04047186,0.26285863,0.70834997,100
3CE,3CE 소프트 매트 립스틱,SENSUALBREEZE,19000,4.994252874,3.0,2.0,2.994252874,립스틱,Spring Warm,0.01781719,0.02688272,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/6425243439220672153.PNG,0.75144468,0.40737474,0.36615921,0.01781719,0.51344136,0.75144468,0
3CE,3CE 블러 워터 틴트,SEPIA,18000,5.0,2.961538462,2.961538462,2.961538462,립틴트,Autumn Warm,0.01584557,0.20435778,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/6774910713028637872.PNG,0.74294304,0.33709314,0.30131266,0.01584557,0.60217889,0.74294304,10
3CE,3CE 드롭 글로우 젤,SHY,18000,4.862068966,2.781609195,2.362068966,2.672413793,립틴트,Summer Cool,0.9794863,-0.20961206,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/3/201264965647605196.jpg,0.93009304,0.5756827,0.63446211,0.9794863,0.39519397,0.93009304,421
3CE,3CE 소프트 매트 립스틱,SMOKEPINK,19000,4.605790646,2.407572383,2.40311804,2.412026726,립스틱,Spring Warm,0.00627675,0.18030522,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/3671703317615788837.PNG,0.83210618,0.35974033,0.34125622,0.00627675,0.59015261,0.83210618,14
3CE,3CE 샤인 리플렉터,SOFTEST,19000,4.766025641,2.806089744,2.354166667,2.775641026,립스틱,Summer Cool,0.91914037,-0.64707288,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2024/9/4260525254073786666.png,0.8782691,0.74196204,0.77759152,0.91914037,0.17646356,0.88834014,65
3CE,3CE 소프트 매트 립스틱,SOFTMELLOW,19000,4.709677419,2.612903226,2.129032258,2.451612903,립스틱,Spring Warm,0.03437809,0.15477326,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/6087152241721259385.PNG,0.79665533,0.42965654,0.33711466,0.03437809,0.57738663,0.79665533,55
3CE,3CE 소프트 매트 립스틱,SPEAKTOME,19000,4.027322404,2.038251366,2.010928962,2.508196721,립스틱,Autumn Warm,0.014126,0.30884952,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2022/4/8385255068721470137.PNG,0.73121015,0.29442547,0.25394712,0.014126,0.65442476,0.73121015,5
3CE,3CE 벨벳 립 틴트,SPEAKUP,18000,4.3,2.7,2.0,2.7,립틴트,Autumn Warm,0.01899629,0.51919954,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2020/6/6030909115658093293.jpg,0.55887334,0.18280027,0.13422692,0.01899629,0.75959977,0.55887334,10
